Dataset,Method,Seed,Best Epoch,Accuracy Official Set,Accuracy Generated Set
speech_accent_archive,erm,seed_6,37,85.50000190734863,80.40000200271606
speech_accent_archive,erm,seed_4,1,75.70000290870667,57.8000009059906
speech_accent_archive,debian,seed_3,65,82.99999833106995,76.09999775886536
speech_accent_archive,debian,seed_2,38,84.20000076293945,80.0000011920929
speech_accent_archive,debian,seed_1,37,83.49999785423279,77.7999997138977
speech_accent_archive,debian,seed_4,36,85.39999723434448,82.20000267028809
speech_accent_archive,debian,seed_0,23,84.60000157356262,78.29999923706055
speech_accent_archive,jtt,seed_3,23,77.7999997138977,75.59999823570251
speech_accent_archive,jtt,seed_2,25,77.89999842643738,73.90000224113464
speech_accent_archive,jtt,seed_1,27,78.20000052452087,68.90000104904175
speech_accent_archive,jtt,seed_4,24,77.89999842643738,71.70000076293945
speech_accent_archive,jtt,seed_0,30,78.79999876022339,73.29999804496765
speech_accent_archive,lff,seed_3,31,83.09999704360962,77.7999997138977
speech_accent_archive,lff,seed_2,30,87.00000047683716,82.59999752044678
speech_accent_archive,lff,seed_1,64,85.9000027179718,77.7999997138977
speech_accent_archive,lff,seed_4,40,85.50000190734863,80.0000011920929
speech_accent_archive,lff,seed_0,39,83.70000123977661,80.0000011920929
speech_accent_archive,sd,seed_3,51,87.30000257492065,82.20000267028809
speech_accent_archive,sd,seed_2,37,85.00000238418579,76.09999775886536
speech_accent_archive,sd,seed_1,33,82.89999961853027,76.09999775886536
speech_accent_archive,sd,seed_4,33,86.2999975681305,82.20000267028809
speech_accent_archive,sd,seed_0,24,85.00000238418579,80.40000200271606
speech_accent_archive,di,seed_3,33,84.60000157356262,80.0000011920929
speech_accent_archive,di,seed_2,22,82.99999833106995,77.7999997138977
speech_accent_archive,di,seed_1,30,85.00000238418579,82.20000267028809
speech_accent_archive,di,seed_4,39,84.79999899864197,80.0000011920929
speech_accent_archive,di,seed_0,25,82.59999752044678,78.29999923706055
speech_accent_archive,badd,seed_3,34,82.99999833106995,81.30000233650208
speech_accent_archive,badd,seed_2,60,83.09999704360962,67.40000247955322
speech_accent_archive,badd,seed_1,34,82.99999833106995,81.30000233650208
speech_accent_archive,badd,seed_4,34,82.99999833106995,81.30000233650208
speech_accent_archive,badd,seed_0,22,82.4999988079071,80.59999942779541
speech_accent_archive,flac,seed_3,24,85.00000238418579,80.40000200271606
speech_accent_archive,flac,seed_2,37,83.89999866485596,82.20000267028809
speech_accent_archive,flac,seed_1,37,83.89999866485596,82.20000267028809
speech_accent_archive,flac,seed_4,44,86.10000014305115,82.59999752044678
speech_accent_archive,flac,seed_0,24,85.00000238418579,80.40000200271606
speech_accent_archive,bb,seed_3,50,83.30000042915344,80.0000011920929
speech_accent_archive,bb,seed_2,18,85.19999980926514,80.40000200271606
speech_accent_archive,bb,seed_1,49,84.89999771118164,77.7999997138977
speech_accent_archive,bb,seed_4,40,86.10000014305115,83.70000123977661
speech_accent_archive,bb,seed_0,66,84.79999899864197,80.40000200271606
speech_accent_archive,end,seed_3,28,82.89999961853027,75.59999823570251
speech_accent_archive,end,seed_2,42,84.60000157356262,80.40000200271606
speech_accent_archive,end,seed_1,15,85.6000006198883,80.40000200271606
speech_accent_archive,end,seed_4,45,84.3999981880188,77.7999997138977
speech_accent_archive,end,seed_0,37,85.50000190734863,80.40000200271606
speech_accent_archive,groupdro,seed_3,29,82.09999799728394,73.90000224113464
speech_accent_archive,groupdro,seed_2,27,83.60000252723694,76.09999775886536
speech_accent_archive,groupdro,seed_1,52,83.70000123977661,78.29999923706055
speech_accent_archive,groupdro,seed_4,33,82.89999961853027,73.29999804496765
speech_accent_archive,groupdro,seed_0,10,81.69999718666077,73.29999804496765
speech_accent_archive,maviasb,seed_3,32,86.10000014305115,84.3999981880188
speech_accent_archive,maviasb,seed_2,23,85.00000238418579,84.3999981880188
speech_accent_archive,maviasb,seed_1,34,87.99999952316284,84.89999771118164
speech_accent_archive,maviasb,seed_4,22,85.9000027179718,84.79999899864197
speech_accent_archive,maviasb,seed_0,35,86.90000176429749,84.79999899864197
urbansounds58,erm,seed_3,48,72.89999723434448,46.70000076293945
urbansounds58,erm,seed_2,28,73.00000190734863,46.70000076293945
urbansounds58,erm,seed_1,26,72.2000002861023,53.29999923706055
urbansounds58,erm,seed_4,8,75.70000290870667,44.10000145435333
urbansounds58,erm,seed_0,34,70.59999704360962,46.70000076293945
urbansounds58,debian,seed_3,32,69.0999984741211,50.0
urbansounds58,debian,seed_2,15,71.39999866485596,53.29999923706055
urbansounds58,debian,seed_1,19,73.69999885559082,56.69999718666077
urbansounds58,debian,seed_4,25,70.09999752044678,53.29999923706055
urbansounds58,debian,seed_0,23,74.90000128746033,43.20000112056732
urbansounds58,jtt,seed_3,94,74.59999918937683,50.0
urbansounds58,jtt,seed_2,24,74.00000095367432,46.70000076293945
urbansounds58,jtt,seed_1,32,72.00000286102295,50.0
urbansounds58,jtt,seed_4,19,71.39999866485596,53.29999923706055
urbansounds58,jtt,seed_0,78,70.59999704360962,46.70000076293945
urbansounds58,lff,seed_3,4,72.29999899864197,50.0
urbansounds58,lff,seed_2,9,75.19999742507935,66.69999957084656
urbansounds58,lff,seed_1,14,71.39999866485596,46.70000076293945
urbansounds58,lff,seed_4,62,72.39999771118164,50.0
urbansounds58,lff,seed_0,7,66.90000295639038,51.39999985694885
urbansounds58,sd,seed_3,14,71.20000123977661,46.70000076293945
urbansounds58,sd,seed_2,15,72.10000157356262,46.70000076293945
urbansounds58,sd,seed_1,8,76.09999775886536,44.999998807907104
urbansounds58,sd,seed_4,96,70.99999785423279,50.0
urbansounds58,sd,seed_0,10,72.79999852180481,35.100001096725464
urbansounds58,di,seed_3,18,72.69999980926514,59.60000157356262
urbansounds58,di,seed_2,21,72.79999852180481,64.20000195503235
urbansounds58,di,seed_1,17,74.50000047683716,53.29999923706055
urbansounds58,di,seed_4,28,76.80000066757202,63.40000033378601
urbansounds58,di,seed_0,20,73.90000224113464,61.900001764297485
urbansounds58,badd,seed_3,18,75.3000020980835,59.700000286102295
urbansounds58,badd,seed_2,8,79.10000085830688,73.1000006198883
urbansounds58,badd,seed_1,14,75.0,64.3999993801117
urbansounds58,badd,seed_4,13,73.29999804496765,57.499998807907104
urbansounds58,badd,seed_0,39,76.70000195503235,73.00000190734863
urbansounds58,flac,seed_3,6,73.69999885559082,58.60000252723694
urbansounds58,flac,seed_2,6,69.30000185966492,60.00000238418579
urbansounds58,flac,seed_1,5,71.70000076293945,60.00000238418579
urbansounds58,flac,seed_4,13,65.6000018119812,53.29999923706055
urbansounds58,flac,seed_0,11,75.70000290870667,68.90000104904175
urbansounds58,bb,seed_3,9,71.10000252723694,56.69999718666077
urbansounds58,bb,seed_2,29,71.49999737739563,56.69999718666077
urbansounds58,bb,seed_1,11,74.29999709129333,66.69999957084656
urbansounds58,bb,seed_4,14,80.59999942779541,75.40000081062317
urbansounds58,bb,seed_0,18,78.89999747276306,71.20000123977661
urbansounds58,end,seed_3,97,72.60000109672546,46.70000076293945
urbansounds58,end,seed_2,11,76.80000066757202,69.9999988079071
urbansounds58,end,seed_1,19,71.49999737739563,50.0
urbansounds58,end,seed_4,8,71.79999947547913,50.0
urbansounds58,end,seed_0,26,69.9999988079071,53.29999923706055
urbansounds58,groupdro,seed_3,5,68.69999766349792,35.100001096725464
urbansounds58,groupdro,seed_2,8,68.80000233650208,46.99999988079071
urbansounds58,groupdro,seed_1,17,59.79999899864197,30.59999942779541
urbansounds58,groupdro,seed_4,12,69.80000138282776,43.299999833106995
urbansounds58,groupdro,seed_0,14,72.10000157356262,42.500001192092896
urbansounds58,maviasb,seed_3,14,75.0,71.49999737739563
urbansounds58,maviasb,seed_2,75,65.39999842643738,57.40000009536743
urbansounds58,maviasb,seed_1,36,70.49999833106995,66.69999957084656
urbansounds58,maviasb,seed_4,8,66.69999957084656,56.69999718666077
urbansounds58,maviasb,seed_0,85,66.39999747276306,61.10000014305115
chexpert_nih,erm,seed_3,11,63.099998235702515,34.99999940395355
chexpert_nih,erm,seed_2,13,57.30000138282776,35.19999980926514
chexpert_nih,erm,seed_1,16,65.6000018119812,28.79999876022339
chexpert_nih,erm,seed_4,5,61.799997091293335,26.499998569488525
chexpert_nih,erm,seed_0,18,58.399999141693115,29.600000381469727
chexpert_nih,debian,seed_3,4,62.59999871253967,17.59999990463257
chexpert_nih,debian,seed_2,18,66.00000262260437,34.90000069141388
chexpert_nih,debian,seed_1,11,61.799997091293335,36.7000013589859
chexpert_nih,debian,seed_4,18,62.00000047683716,32.30000138282776
chexpert_nih,debian,seed_0,12,58.09999704360962,37.700000405311584
chexpert_nih,jtt,seed_3,1,60.19999980926514,24.500000476837158
chexpert_nih,jtt,seed_2,2,56.40000104904175,25.699999928474426
chexpert_nih,jtt,seed_1,1,52.799999713897705,3.2999999821186066
chexpert_nih,jtt,seed_4,2,52.30000019073486,21.699999272823334
chexpert_nih,jtt,seed_0,2,52.399998903274536,25.200000405311584
chexpert_nih,lff,seed_3,18,58.70000123977661,31.90000057220459
chexpert_nih,lff,seed_2,11,61.500000953674316,30.700001120567322
chexpert_nih,lff,seed_1,1,54.40000295639038,7.100000232458115
chexpert_nih,lff,seed_4,14,64.70000147819519,25.699999928474426
chexpert_nih,lff,seed_0,15,64.70000147819519,29.600000381469727
chexpert_nih,sd,seed_3,2,54.79999780654907,8.399999886751175
chexpert_nih,sd,seed_2,12,64.99999761581421,31.90000057220459
chexpert_nih,sd,seed_1,19,61.500000953674316,27.000001072883606
chexpert_nih,sd,seed_4,15,58.60000252723694,28.299999237060547
chexpert_nih,sd,seed_0,16,54.90000247955322,30.500000715255737
chexpert_nih,di,seed_3,0,0.0,0.0
chexpert_nih,di,seed_2,0,0.0,0.0
chexpert_nih,di,seed_1,8,68.00000071525574,62.40000128746033
chexpert_nih,di,seed_4,0,0.0,0.0
chexpert_nih,di,seed_0,6,69.9999988079071,56.199997663497925
chexpert_nih,badd,seed_3,15,69.80000138282776,63.70000243186951
chexpert_nih,badd,seed_2,14,73.00000190734863,63.70000243186951
chexpert_nih,badd,seed_1,15,69.49999928474426,59.700000286102295
chexpert_nih,badd,seed_4,10,73.50000143051147,61.500000953674316
chexpert_nih,badd,seed_0,11,74.50000047683716,73.50000143051147
chexpert_nih,flac,seed_3,11,54.100000858306885,45.60000002384186
chexpert_nih,flac,seed_2,1,52.49999761581421,45.39999961853027
chexpert_nih,flac,seed_1,12,57.70000219345093,52.89999842643738
chexpert_nih,flac,seed_4,2,53.200000524520874,50.0
chexpert_nih,flac,seed_0,2,47.200000286102295,37.5
chexpert_nih,bb,seed_3,7,66.90000295639038,50.0
chexpert_nih,bb,seed_2,19,72.2000002861023,70.39999961853027
chexpert_nih,bb,seed_1,11,68.4000015258789,62.5
chexpert_nih,bb,seed_4,10,69.70000267028809,62.5
chexpert_nih,bb,seed_0,12,76.80000066757202,60.19999980926514
chexpert_nih,end,seed_3,12,56.09999895095825,34.09999907016754
chexpert_nih,end,seed_2,10,64.89999890327454,31.00000023841858
chexpert_nih,end,seed_1,15,63.30000162124634,34.09999907016754
chexpert_nih,end,seed_4,16,65.6000018119812,28.79999876022339
chexpert_nih,end,seed_0,18,58.399999141693115,29.600000381469727
chexpert_nih,groupdro,seed_3,1,61.29999756813049,55.19999861717224
chexpert_nih,groupdro,seed_2,7,56.599998474121094,0.0
chexpert_nih,groupdro,seed_1,3,61.900001764297485,12.5
chexpert_nih,groupdro,seed_4,7,68.4000015258789,56.09999895095825
chexpert_nih,groupdro,seed_0,9,66.50000214576721,50.0
